12288,160425
75522,263356
42885,146161
10248,134669
73482,297110
40845,151295
8209,108978
71442,223156
38806,137562
6169,80355
69403,214301
36766,142850
4129,59696
100000,364780
67363,198740
34726,134870
2089,64685
97960,379518
65323,194134
32686,152650
95920,414859
50,2459
63283,395080
30646,118586
93880,322024
61243,281728
28607,133843
91840,421377
59204,189813
26567,117249
89801,320508
57164,183793
24527,102022
87761,382066
55124,163480
22487,93860
85721,277072
53084,154787
20447,83998
83681,254715
51044,152314
18408,212876
81641,246729
49005,155221
16368,235755
79602,240489
46965,184597
14328,220345
77562,255922
44925,196452
