12288,102576
75522,703170
42885,372491
10248,85692
73482,627605
40845,352004
8209,76219
71442,635259
38806,334061
6169,69849
69403,1237971
36766,310201
4129,45279
100000,797674
67363,1333173
34726,297271
2089,23360
97960,814873
65323,1327272
32686,282883
95920,794943
50,465
63283,1245271
30646,508124
93880,829089
61243,545841
28607,243213
91840,813803
59204,522491
26567,229061
89801,784384
57164,499688
24527,194341
87761,750923
55124,462109
22487,175932
85721,719472
53084,468000
20447,178870
83681,692933
51044,436092
18408,153571
81641,680983
49005,416545
16368,142615
79602,589323
46965,402916
14328,122430
77562,588162
44925,384688
