136,23429
393,80854
265,50159
522,114659
779,170666
651,143803
908,207995
155,25404
283,51604
412,83798
540,117298
669,162920
797,199926
926,210805
173,28832
302,56912
430,89405
687,154086
559,123383
944,218846
816,180388
191,32397
448,93571
320,61526
577,132528
834,196321
706,155396
963,218973
338,64546
210,38218
595,129633
467,98402
724,168619
853,207662
981,231122
228,47013
100,14878
357,69942
485,102269
614,133213
742,174377
871,209709
1000,225240
118,18383
246,48289
375,74723
504,106105
632,138317
889,222566
761,179640
