136,19629
393,75432
265,46149
522,102488
779,151824
651,130890
908,185301
155,23645
283,50289
412,78440
540,102705
669,127324
797,156008
926,188384
173,24037
302,53537
430,74429
687,130871
559,107914
944,185596
816,155382
191,30459
448,79620
320,52965
577,113949
834,154266
706,135150
963,181004
338,61661
210,36445
595,112233
467,77604
724,136915
853,165002
981,192799
228,34741
100,13098
357,62890
485,89915
614,120521
742,137026
871,173557
1000,192653
118,15726
246,42969
375,66516
504,90933
632,124306
889,181205
761,142491
