2,101
4483,4169918
8965,22654025
2760,1961604
7241,12287977
1036,174773
5518,13687500
10000,25539287
3794,3540239
8276,24102990
2070,1767006
6552,9953008
346,25449
4828,5147072
9310,21849480
3104,2417782
7586,17961719
1381,328435
5862,7638998
4139,4871510
8620,24967078
2415,3019757
6897,16432629
691,84489
5173,5963026
9655,25496048
3449,3970213
7931,17635883
1725,574355
6207,14060080
